trend,hi,lo,n,hit_rate,he_med,le_med,dir_acc,ticker
mom10,fibext@1.618,close_atr@3.0,81,0.0,4.12,2.2,0.605,SPY
mom10,fibext@1.618,lo20_atr@0.5,81,0.0,4.12,3.16,0.543,SPY
mom10,fibext@1.618,lo20_atr@1.0,81,0.0,4.12,3.49,0.506,SPY
mom10,fibext@1.618,keltner@2.0,81,0.0,4.12,2.0,0.605,SPY
mom10,fibext@1.618,keltner@2.5,81,0.0,4.12,2.49,0.593,SPY
mom10,fibext@1.618,fibext@1.272,81,0.0,4.12,4.2,0.469,SPY
mom10,fibext@1.618,fibext@1.618,81,0.0,4.12,5.84,0.42,SPY
rsi50,close_atr@1.5,close_atr@1.5,81,0.2716,0.88,1.21,0.617,SPY
rsi50,close_atr@1.5,close_atr@2.0,81,0.2099,0.88,1.26,0.395,SPY
rsi50,close_atr@1.5,close_atr@2.5,81,0.1358,0.88,1.73,0.395,SPY
rsi50,close_atr@1.5,close_atr@3.0,81,0.1235,0.88,2.07,0.395,SPY
rsi50,close_atr@1.5,lo20_atr@0.5,81,0.0988,0.88,3.16,0.407,SPY
rsi50,close_atr@1.5,lo20_atr@1.0,81,0.0988,0.88,3.49,0.395,SPY
rsi50,close_atr@1.5,keltner@2.0,81,0.1111,0.88,2.0,0.432,SPY
rsi50,close_atr@1.5,keltner@2.5,81,0.1111,0.88,2.49,0.383,SPY
rsi50,close_atr@1.5,fibext@1.272,81,0.0494,0.88,3.93,0.407,SPY
rsi50,close_atr@1.5,fibext@1.618,81,0.0,0.88,5.37,0.395,SPY
rsi50,close_atr@2.0,close_atr@1.5,81,0.1975,1.41,1.21,0.617,SPY
rsi50,close_atr@2.0,close_atr@2.0,81,0.1235,1.41,1.26,0.617,SPY
rsi50,close_atr@2.0,close_atr@2.5,81,0.0864,1.41,1.73,0.395,SPY
rsi50,close_atr@2.0,close_atr@3.0,81,0.0741,1.41,2.07,0.395,SPY
rsi50,close_atr@2.0,lo20_atr@0.5,81,0.0864,1.41,3.16,0.407,SPY
rsi50,close_atr@2.0,lo20_atr@1.0,81,0.0741,1.41,3.49,0.407,SPY
rsi50,close_atr@2.0,keltner@2.0,81,0.0864,1.41,2.0,0.457,SPY
rsi50,close_atr@2.0,keltner@2.5,81,0.0864,1.41,2.49,0.432,SPY
rsi50,close_atr@2.0,fibext@1.272,81,0.0494,1.41,3.93,0.395,SPY
rsi50,close_atr@2.0,fibext@1.618,81,0.0,1.41,5.37,0.407,SPY
rsi50,close_atr@2.5,close_atr@1.5,81,0.1358,1.76,1.21,0.605,SPY
rsi50,close_atr@2.5,close_atr@2.0,81,0.0864,1.76,1.26,0.617,SPY
rsi50,close_atr@2.5,close_atr@2.5,81,0.0617,1.76,1.73,0.617,SPY
rsi50,close_atr@2.5,close_atr@3.0,81,0.0617,1.76,2.07,0.395,SPY
rsi50,close_atr@2.5,lo20_atr@0.5,81,0.037,1.76,3.16,0.395,SPY
rsi50,close_atr@2.5,lo20_atr@1.0,81,0.0247,1.76,3.49,0.407,SPY
rsi50,close_atr@2.5,keltner@2.0,81,0.0617,1.76,2.0,0.481,SPY
rsi50,close_atr@2.5,keltner@2.5,81,0.0741,1.76,2.49,0.457,SPY
rsi50,close_atr@2.5,fibext@1.272,81,0.0123,1.76,3.93,0.383,SPY
rsi50,close_atr@2.5,fibext@1.618,81,0.0,1.76,5.37,0.395,SPY
rsi50,close_atr@3.0,close_atr@1.5,81,0.0494,2.17,1.21,0.605,SPY
rsi50,close_atr@3.0,close_atr@2.0,81,0.0247,2.17,1.26,0.605,SPY
rsi50,close_atr@3.0,close_atr@2.5,81,0.0123,2.17,1.73,0.617,SPY
rsi50,close_atr@3.0,close_atr@3.0,81,0.0123,2.17,2.07,0.617,SPY
rsi50,close_atr@3.0,lo20_atr@0.5,81,0.0,2.17,3.16,0.37,SPY
rsi50,close_atr@3.0,lo20_atr@1.0,81,0.0,2.17,3.49,0.395,SPY
rsi50,close_atr@3.0,keltner@2.0,81,0.0247,2.17,2.0,0.531,SPY
rsi50,close_atr@3.0,keltner@2.5,81,0.0247,2.17,2.49,0.481,SPY
rsi50,close_atr@3.0,fibext@1.272,81,0.0,2.17,3.93,0.42,SPY
rsi50,close_atr@3.0,fibext@1.618,81,0.0,2.17,5.37,0.395,SPY
rsi50,hi20_atr@0.5,close_atr@1.5,81,0.2222,1.15,1.21,0.519,SPY
rsi50,hi20_atr@0.5,close_atr@2.0,81,0.1852,1.15,1.26,0.494,SPY
rsi50,hi20_atr@0.5,close_atr@2.5,81,0.1481,1.15,1.73,0.469,SPY
rsi50,hi20_atr@0.5,close_atr@3.0,81,0.1358,1.15,2.07,0.395,SPY
rsi50,hi20_atr@0.5,lo20_atr@0.5,81,0.0494,1.15,3.16,0.407,SPY
rsi50,hi20_atr@0.5,lo20_atr@1.0,81,0.0247,1.15,3.49,0.395,SPY
rsi50,hi20_atr@0.5,keltner@2.0,81,0.1358,1.15,2.0,0.444,SPY
rsi50,hi20_atr@0.5,keltner@2.5,81,0.1111,1.15,2.49,0.432,SPY
rsi50,hi20_atr@0.5,fibext@1.272,81,0.0123,1.15,3.93,0.42,SPY
rsi50,hi20_atr@0.5,fibext@1.618,81,0.0,1.15,5.37,0.37,SPY
rsi50,hi20_atr@1.0,close_atr@1.5,81,0.1852,1.26,1.21,0.556,SPY
rsi50,hi20_atr@1.0,close_atr@2.0,81,0.1358,1.26,1.26,0.519,SPY
rsi50,hi20_atr@1.0,close_atr@2.5,81,0.0988,1.26,1.73,0.494,SPY
rsi50,hi20_atr@1.0,close_atr@3.0,81,0.0988,1.26,2.07,0.469,SPY
rsi50,hi20_atr@1.0,lo20_atr@0.5,81,0.0123,1.26,3.16,0.395,SPY
rsi50,hi20_atr@1.0,lo20_atr@1.0,81,0.0123,1.26,3.49,0.407,SPY
rsi50,hi20_atr@1.0,keltner@2.0,81,0.0617,1.26,2.0,0.457,SPY
rsi50,hi20_atr@1.0,keltner@2.5,81,0.037,1.26,2.49,0.444,SPY
rsi50,hi20_atr@1.0,fibext@1.272,81,0.0,1.26,3.93,0.407,SPY
rsi50,hi20_atr@1.0,fibext@1.618,81,0.0,1.26,5.37,0.407,SPY
rsi50,keltner@2.0,close_atr@1.5,81,0.2099,1.16,1.21,0.481,SPY
rsi50,keltner@2.0,close_atr@2.0,81,0.2222,1.16,1.26,0.457,SPY
rsi50,keltner@2.0,close_atr@2.5,81,0.1852,1.16,1.73,0.432,SPY
rsi50,keltner@2.0,close_atr@3.0,81,0.1728,1.16,2.07,0.383,SPY
rsi50,keltner@2.0,lo20_atr@0.5,81,0.0864,1.16,3.16,0.358,SPY
rsi50,keltner@2.0,lo20_atr@1.0,81,0.0617,1.16,3.49,0.42,SPY
rsi50,keltner@2.0,keltner@2.0,81,0.1605,1.16,2.0,0.395,SPY
rsi50,keltner@2.0,keltner@2.5,81,0.1481,1.16,2.49,0.407,SPY
rsi50,keltner@2.0,fibext@1.272,81,0.0247,1.16,3.93,0.407,SPY
rsi50,keltner@2.0,fibext@1.618,81,0.0,1.16,5.37,0.395,SPY
rsi50,keltner@2.5,close_atr@1.5,81,0.1852,1.26,1.21,0.531,SPY
rsi50,keltner@2.5,close_atr@2.0,81,0.1605,1.26,1.26,0.481,SPY
rsi50,keltner@2.5,close_atr@2.5,81,0.1111,1.26,1.73,0.457,SPY
rsi50,keltner@2.5,close_atr@3.0,81,0.1111,1.26,2.07,0.432,SPY
rsi50,keltner@2.5,lo20_atr@0.5,81,0.037,1.26,3.16,0.37,SPY
rsi50,keltner@2.5,lo20_atr@1.0,81,0.0247,1.26,3.49,0.358,SPY
rsi50,keltner@2.5,keltner@2.0,81,0.0864,1.26,2.0,0.444,SPY
rsi50,keltner@2.5,keltner@2.5,81,0.0741,1.26,2.49,0.395,SPY
rsi50,keltner@2.5,fibext@1.272,81,0.0,1.26,3.93,0.407,SPY
rsi50,keltner@2.5,fibext@1.618,81,0.0,1.26,5.37,0.395,SPY
rsi50,fibext@1.272,close_atr@1.5,81,0.037,3.37,1.21,0.605,SPY
rsi50,fibext@1.272,close_atr@2.0,81,0.0123,3.37,1.26,0.617,SPY
rsi50,fibext@1.272,close_atr@2.5,81,0.0,3.37,1.73,0.617,SPY
rsi50,fibext@1.272,close_atr@3.0,81,0.0,3.37,2.07,0.642,SPY
rsi50,fibext@1.272,lo20_atr@0.5,81,0.0123,3.37,3.16,0.519,SPY
rsi50,fibext@1.272,lo20_atr@1.0,81,0.0,3.37,3.49,0.506,SPY
rsi50,fibext@1.272,keltner@2.0,81,0.0123,3.37,2.0,0.593,SPY
rsi50,fibext@1.272,keltner@2.5,81,0.0123,3.37,2.49,0.568,SPY
rsi50,fibext@1.272,fibext@1.272,81,0.0,3.37,3.93,0.469,SPY
rsi50,fibext@1.272,fibext@1.618,81,0.0,3.37,5.37,0.432,SPY
rsi50,fibext@1.618,close_atr@1.5,81,0.0,5.04,1.21,0.605,SPY
rsi50,fibext@1.618,close_atr@2.0,81,0.0,5.04,1.26,0.605,SPY
rsi50,fibext@1.618,close_atr@2.5,81,0.0,5.04,1.73,0.605,SPY
rsi50,fibext@1.618,close_atr@3.0,81,0.0,5.04,2.07,0.605,SPY
rsi50,fibext@1.618,lo20_atr@0.5,81,0.0,5.04,3.16,0.58,SPY
rsi50,fibext@1.618,lo20_atr@1.0,81,0.0,5.04,3.49,0.531,SPY
rsi50,fibext@1.618,keltner@2.0,81,0.0,5.04,2.0,0.593,SPY
rsi50,fibext@1.618,keltner@2.5,81,0.0,5.04,2.49,0.58,SPY
rsi50,fibext@1.618,fibext@1.272,81,0.0,5.04,3.93,0.506,SPY
rsi50,fibext@1.618,fibext@1.618,81,0.0,5.04,5.37,0.469,SPY
