trend,hi,lo,n,hit_rate,he_med,le_med,dir_acc,ticker
mom10,close_atr@2.0,lo20_atr@0.5,81,0.0247,2.57,6.12,0.531,AAPL
mom10,close_atr@2.0,lo20_atr@1.0,81,0.0,2.57,7.0,0.494,AAPL
mom10,close_atr@2.0,keltner@2.0,81,0.0123,2.57,3.92,0.519,AAPL
mom10,close_atr@2.0,keltner@2.5,81,0.0,2.57,4.88,0.531,AAPL
mom10,close_atr@2.0,fibext@1.272,81,0.0,2.57,9.6,0.469,AAPL
mom10,close_atr@2.0,fibext@1.618,81,0.0,2.57,13.51,0.494,AAPL
mom10,close_atr@2.5,close_atr@1.5,81,0.0247,3.36,2.74,0.506,AAPL
mom10,close_atr@2.5,close_atr@2.0,81,0.0247,3.36,2.98,0.432,AAPL
mom10,close_atr@2.5,close_atr@2.5,81,0.0,3.36,3.89,0.432,AAPL
mom10,close_atr@2.5,close_atr@3.0,81,0.0,3.36,4.99,0.494,AAPL
mom10,close_atr@2.5,lo20_atr@0.5,81,0.0123,3.36,6.12,0.543,AAPL
mom10,close_atr@2.5,lo20_atr@1.0,81,0.0,3.36,7.0,0.531,AAPL
mom10,close_atr@2.5,keltner@2.0,81,0.0,3.36,3.92,0.519,AAPL
mom10,close_atr@2.5,keltner@2.5,81,0.0,3.36,4.88,0.519,AAPL
mom10,close_atr@2.5,fibext@1.272,81,0.0,3.36,9.6,0.481,AAPL
mom10,close_atr@2.5,fibext@1.618,81,0.0,3.36,13.51,0.494,AAPL
mom10,close_atr@3.0,close_atr@1.5,81,0.0123,3.98,2.74,0.506,AAPL
mom10,close_atr@3.0,close_atr@2.0,81,0.0123,3.98,2.98,0.506,AAPL
mom10,close_atr@3.0,close_atr@2.5,81,0.0123,3.98,3.89,0.432,AAPL
mom10,close_atr@3.0,close_atr@3.0,81,0.0,3.98,4.99,0.432,AAPL
mom10,close_atr@3.0,lo20_atr@0.5,81,0.0,3.98,6.12,0.519,AAPL
mom10,close_atr@3.0,lo20_atr@1.0,81,0.0,3.98,7.0,0.543,AAPL
mom10,close_atr@3.0,keltner@2.0,81,0.0,3.98,3.92,0.494,AAPL
mom10,close_atr@3.0,keltner@2.5,81,0.0,3.98,4.88,0.519,AAPL
mom10,close_atr@3.0,fibext@1.272,81,0.0,3.98,9.6,0.506,AAPL
mom10,close_atr@3.0,fibext@1.618,81,0.0,3.98,13.51,0.481,AAPL
mom10,hi20_atr@0.5,close_atr@1.5,81,0.037,4.08,2.74,0.494,AAPL
mom10,hi20_atr@0.5,close_atr@2.0,81,0.0247,4.08,2.98,0.469,AAPL
mom10,hi20_atr@0.5,close_atr@2.5,81,0.0,4.08,3.89,0.469,AAPL
mom10,hi20_atr@0.5,close_atr@3.0,81,0.037,4.08,4.99,0.481,AAPL
mom10,hi20_atr@0.5,lo20_atr@0.5,81,0.0,4.08,6.12,0.481,AAPL
mom10,hi20_atr@0.5,lo20_atr@1.0,81,0.0,4.08,7.0,0.531,AAPL
mom10,hi20_atr@0.5,keltner@2.0,81,0.0123,4.08,3.92,0.494,AAPL
mom10,hi20_atr@0.5,keltner@2.5,81,0.0123,4.08,4.88,0.494,AAPL
mom10,hi20_atr@0.5,fibext@1.272,81,0.0,4.08,9.6,0.519,AAPL
mom10,hi20_atr@0.5,fibext@1.618,81,0.0,4.08,13.51,0.481,AAPL
mom10,hi20_atr@1.0,close_atr@1.5,81,0.0494,3.89,2.74,0.469,AAPL
mom10,hi20_atr@1.0,close_atr@2.0,81,0.0247,3.89,2.98,0.494,AAPL
mom10,hi20_atr@1.0,close_atr@2.5,81,0.0,3.89,3.89,0.469,AAPL
mom10,hi20_atr@1.0,close_atr@3.0,81,0.0123,3.89,4.99,0.469,AAPL
mom10,hi20_atr@1.0,lo20_atr@0.5,81,0.0,3.89,6.12,0.506,AAPL
mom10,hi20_atr@1.0,lo20_atr@1.0,81,0.0,3.89,7.0,0.481,AAPL
mom10,hi20_atr@1.0,keltner@2.0,81,0.0123,3.89,3.92,0.494,AAPL
mom10,hi20_atr@1.0,keltner@2.5,81,0.0,3.89,4.88,0.494,AAPL
mom10,hi20_atr@1.0,fibext@1.272,81,0.0,3.89,9.6,0.506,AAPL
mom10,hi20_atr@1.0,fibext@1.618,81,0.0,3.89,13.51,0.481,AAPL
mom10,keltner@2.0,close_atr@1.5,81,0.0123,3.44,2.74,0.519,AAPL
mom10,keltner@2.0,close_atr@2.0,81,0.0123,3.44,2.98,0.519,AAPL
mom10,keltner@2.0,close_atr@2.5,81,0.0247,3.44,3.89,0.531,AAPL
mom10,keltner@2.0,close_atr@3.0,81,0.037,3.44,4.99,0.531,AAPL
mom10,keltner@2.0,lo20_atr@0.5,81,0.0,3.44,6.12,0.531,AAPL
mom10,keltner@2.0,lo20_atr@1.0,81,0.0,3.44,7.0,0.543,AAPL
mom10,keltner@2.0,keltner@2.0,81,0.0123,3.44,3.92,0.543,AAPL
mom10,keltner@2.0,keltner@2.5,81,0.0123,3.44,4.88,0.519,AAPL
mom10,keltner@2.0,fibext@1.272,81,0.0,3.44,9.6,0.481,AAPL
mom10,keltner@2.0,fibext@1.618,81,0.0,3.44,13.51,0.494,AAPL
mom10,keltner@2.5,close_atr@1.5,81,0.0247,3.58,2.74,0.494,AAPL
mom10,keltner@2.5,close_atr@2.0,81,0.0247,3.58,2.98,0.519,AAPL
mom10,keltner@2.5,close_atr@2.5,81,0.0247,3.58,3.89,0.519,AAPL
mom10,keltner@2.5,close_atr@3.0,81,0.037,3.58,4.99,0.531,AAPL
mom10,keltner@2.5,lo20_atr@0.5,81,0.0,3.58,6.12,0.531,AAPL
mom10,keltner@2.5,lo20_atr@1.0,81,0.0,3.58,7.0,0.531,AAPL
mom10,keltner@2.5,keltner@2.0,81,0.0123,3.58,3.92,0.556,AAPL
mom10,keltner@2.5,keltner@2.5,81,0.0,3.58,4.88,0.543,AAPL
mom10,keltner@2.5,fibext@1.272,81,0.0,3.58,9.6,0.506,AAPL
mom10,keltner@2.5,fibext@1.618,81,0.0,3.58,13.51,0.494,AAPL
mom10,fibext@1.272,close_atr@1.5,81,0.0,7.22,2.74,0.469,AAPL
mom10,fibext@1.272,close_atr@2.0,81,0.0,7.22,2.98,0.457,AAPL
mom10,fibext@1.272,close_atr@2.5,81,0.0,7.22,3.89,0.432,AAPL
mom10,fibext@1.272,close_atr@3.0,81,0.0,7.22,4.99,0.457,AAPL
mom10,fibext@1.272,lo20_atr@0.5,81,0.0,7.22,6.12,0.494,AAPL
mom10,fibext@1.272,lo20_atr@1.0,81,0.0,7.22,7.0,0.494,AAPL
mom10,fibext@1.272,keltner@2.0,81,0.0,7.22,3.92,0.432,AAPL
mom10,fibext@1.272,keltner@2.5,81,0.0,7.22,4.88,0.444,AAPL
mom10,fibext@1.272,fibext@1.272,81,0.0,7.22,9.6,0.494,AAPL
mom10,fibext@1.272,fibext@1.618,81,0.0,7.22,13.51,0.469,AAPL
mom10,fibext@1.618,close_atr@1.5,81,0.0,10.36,2.74,0.506,AAPL
mom10,fibext@1.618,close_atr@2.0,81,0.0,10.36,2.98,0.494,AAPL
mom10,fibext@1.618,close_atr@2.5,81,0.0,10.36,3.89,0.481,AAPL
mom10,fibext@1.618,close_atr@3.0,81,0.0,10.36,4.99,0.444,AAPL
mom10,fibext@1.618,lo20_atr@0.5,81,0.0,10.36,6.12,0.481,AAPL
mom10,fibext@1.618,lo20_atr@1.0,81,0.0,10.36,7.0,0.469,AAPL
mom10,fibext@1.618,keltner@2.0,81,0.0,10.36,3.92,0.469,AAPL
mom10,fibext@1.618,keltner@2.5,81,0.0,10.36,4.88,0.469,AAPL
mom10,fibext@1.618,fibext@1.272,81,0.0,10.36,9.6,0.494,AAPL
mom10,fibext@1.618,fibext@1.618,81,0.0,10.36,13.51,0.494,AAPL
rsi50,close_atr@1.5,close_atr@1.5,81,0.0247,2.27,2.8,0.457,AAPL
rsi50,close_atr@1.5,close_atr@2.0,81,0.0247,2.27,3.28,0.494,AAPL
rsi50,close_atr@1.5,close_atr@2.5,81,0.0247,2.27,3.89,0.494,AAPL
rsi50,close_atr@1.5,close_atr@3.0,81,0.037,2.27,4.88,0.494,AAPL
rsi50,close_atr@1.5,lo20_atr@0.5,81,0.0247,2.27,5.92,0.519,AAPL
rsi50,close_atr@1.5,lo20_atr@1.0,81,0.0,2.27,7.0,0.494,AAPL
rsi50,close_atr@1.5,keltner@2.0,81,0.0494,2.27,3.96,0.531,AAPL
rsi50,close_atr@1.5,keltner@2.5,81,0.0,2.27,4.78,0.531,AAPL
rsi50,close_atr@1.5,fibext@1.272,81,0.0123,2.27,8.86,0.494,AAPL
rsi50,close_atr@1.5,fibext@1.618,81,0.0,2.27,13.13,0.494,AAPL
rsi50,close_atr@2.0,close_atr@1.5,81,0.0123,2.61,2.8,0.457,AAPL
rsi50,close_atr@2.0,close_atr@2.0,81,0.0123,2.61,3.28,0.457,AAPL
rsi50,close_atr@2.0,close_atr@2.5,81,0.0247,2.61,3.89,0.494,AAPL
rsi50,close_atr@2.0,close_atr@3.0,81,0.0247,2.61,4.88,0.494,AAPL
rsi50,close_atr@2.0,lo20_atr@0.5,81,0.0247,2.61,5.92,0.519,AAPL
rsi50,close_atr@2.0,lo20_atr@1.0,81,0.0,2.61,7.0,0.519,AAPL
rsi50,close_atr@2.0,keltner@2.0,81,0.0247,2.61,3.96,0.506,AAPL
rsi50,close_atr@2.0,keltner@2.5,81,0.0,2.61,4.78,0.531,AAPL
rsi50,close_atr@2.0,fibext@1.272,81,0.0,2.61,8.86,0.506,AAPL
rsi50,close_atr@2.0,fibext@1.618,81,0.0,2.61,13.13,0.506,AAPL
rsi50,close_atr@2.5,close_atr@1.5,81,0.0123,3.36,2.8,0.506,AAPL
rsi50,close_atr@2.5,close_atr@2.0,81,0.0123,3.36,3.28,0.457,AAPL
rsi50,close_atr@2.5,close_atr@2.5,81,0.0123,3.36,3.89,0.457,AAPL
rsi50,close_atr@2.5,close_atr@3.0,81,0.0123,3.36,4.88,0.494,AAPL
rsi50,close_atr@2.5,lo20_atr@0.5,81,0.0123,3.36,5.92,0.519,AAPL
rsi50,close_atr@2.5,lo20_atr@1.0,81,0.0,3.36,7.0,0.519,AAPL
rsi50,close_atr@2.5,keltner@2.0,81,0.0123,3.36,3.96,0.543,AAPL
rsi50,close_atr@2.5,keltner@2.5,81,0.0,3.36,4.78,0.506,AAPL
rsi50,close_atr@2.5,fibext@1.272,81,0.0,3.36,8.86,0.469,AAPL
rsi50,close_atr@2.5,fibext@1.618,81,0.0,3.36,13.13,0.506,AAPL
rsi50,close_atr@3.0,close_atr@1.5,81,0.0123,3.98,2.8,0.506,AAPL
rsi50,close_atr@3.0,close_atr@2.0,81,0.0,3.98,3.28,0.506,AAPL
rsi50,close_atr@3.0,close_atr@2.5,81,0.0,3.98,3.89,0.457,AAPL
rsi50,close_atr@3.0,close_atr@3.0,81,0.0123,3.98,4.88,0.457,AAPL
rsi50,close_atr@3.0,lo20_atr@0.5,81,0.0,3.98,5.92,0.543,AAPL
rsi50,close_atr@3.0,lo20_atr@1.0,81,0.0,3.98,7.0,0.519,AAPL
rsi50,close_atr@3.0,keltner@2.0,81,0.0,3.98,3.96,0.531,AAPL
rsi50,close_atr@3.0,keltner@2.5,81,0.0,3.98,4.78,0.543,AAPL
rsi50,close_atr@3.0,fibext@1.272,81,0.0,3.98,8.86,0.494,AAPL
rsi50,close_atr@3.0,fibext@1.618,81,0.0,3.98,13.13,0.481,AAPL
rsi50,hi20_atr@0.5,close_atr@1.5,81,0.037,3.8,2.8,0.481,AAPL
rsi50,hi20_atr@0.5,close_atr@2.0,81,0.037,3.8,3.28,0.481,AAPL
rsi50,hi20_atr@0.5,close_atr@2.5,81,0.0123,3.8,3.89,0.531,AAPL
rsi50,hi20_atr@0.5,close_atr@3.0,81,0.037,3.8,4.88,0.481,AAPL
rsi50,hi20_atr@0.5,lo20_atr@0.5,81,0.0,3.8,5.92,0.506,AAPL
rsi50,hi20_atr@0.5,lo20_atr@1.0,81,0.0,3.8,7.0,0.568,AAPL
rsi50,hi20_atr@0.5,keltner@2.0,81,0.0247,3.8,3.96,0.494,AAPL
rsi50,hi20_atr@0.5,keltner@2.5,81,0.0123,3.8,4.78,0.519,AAPL
rsi50,hi20_atr@0.5,fibext@1.272,81,0.0,3.8,8.86,0.519,AAPL
rsi50,hi20_atr@0.5,fibext@1.618,81,0.0,3.8,13.13,0.481,AAPL
rsi50,hi20_atr@1.0,close_atr@1.5,81,0.0247,3.87,2.8,0.494,AAPL
rsi50,hi20_atr@1.0,close_atr@2.0,81,0.0123,3.87,3.28,0.481,AAPL
rsi50,hi20_atr@1.0,close_atr@2.5,81,0.0123,3.87,3.89,0.481,AAPL
rsi50,hi20_atr@1.0,close_atr@3.0,81,0.0123,3.87,4.88,0.531,AAPL
rsi50,hi20_atr@1.0,lo20_atr@0.5,81,0.0,3.87,5.92,0.481,AAPL
rsi50,hi20_atr@1.0,lo20_atr@1.0,81,0.0,3.87,7.0,0.506,AAPL
rsi50,hi20_atr@1.0,keltner@2.0,81,0.0247,3.87,3.96,0.494,AAPL
rsi50,hi20_atr@1.0,keltner@2.5,81,0.0,3.87,4.78,0.494,AAPL
rsi50,hi20_atr@1.0,fibext@1.272,81,0.0,3.87,8.86,0.519,AAPL
rsi50,hi20_atr@1.0,fibext@1.618,81,0.0,3.87,13.13,0.481,AAPL
rsi50,keltner@2.0,close_atr@1.5,81,0.0123,3.41,2.8,0.543,AAPL
rsi50,keltner@2.0,close_atr@2.0,81,0.0123,3.41,3.28,0.506,AAPL
rsi50,keltner@2.0,close_atr@2.5,81,0.0247,3.41,3.89,0.531,AAPL
rsi50,keltner@2.0,close_atr@3.0,81,0.0494,3.41,4.88,0.531,AAPL
rsi50,keltner@2.0,lo20_atr@0.5,81,0.0,3.41,5.92,0.543,AAPL
rsi50,keltner@2.0,lo20_atr@1.0,81,0.0,3.41,7.0,0.543,AAPL
rsi50,keltner@2.0,keltner@2.0,81,0.0123,3.41,3.96,0.556,AAPL
rsi50,keltner@2.0,keltner@2.5,81,0.0123,3.41,4.78,0.519,AAPL
rsi50,keltner@2.0,fibext@1.272,81,0.0,3.41,8.86,0.519,AAPL
rsi50,keltner@2.0,fibext@1.618,81,0.0,3.41,13.13,0.506,AAPL
rsi50,keltner@2.5,close_atr@1.5,81,0.0123,3.71,2.8,0.531,AAPL
rsi50,keltner@2.5,close_atr@2.0,81,0.0247,3.71,3.28,0.543,AAPL
rsi50,keltner@2.5,close_atr@2.5,81,0.0247,3.71,3.89,0.506,AAPL
rsi50,keltner@2.5,close_atr@3.0,81,0.0494,3.71,4.88,0.531,AAPL
rsi50,keltner@2.5,lo20_atr@0.5,81,0.0,3.71,5.92,0.519,AAPL
rsi50,keltner@2.5,lo20_atr@1.0,81,0.0,3.71,7.0,0.543,AAPL
rsi50,keltner@2.5,keltner@2.0,81,0.0247,3.71,3.96,0.543,AAPL
rsi50,keltner@2.5,keltner@2.5,81,0.0,3.71,4.78,0.556,AAPL
rsi50,keltner@2.5,fibext@1.272,81,0.0,3.71,8.86,0.494,AAPL
rsi50,keltner@2.5,fibext@1.618,81,0.0,3.71,13.13,0.494,AAPL
rsi50,fibext@1.272,close_atr@1.5,81,0.0,7.78,2.8,0.481,AAPL
rsi50,fibext@1.272,close_atr@2.0,81,0.0,7.78,3.28,0.469,AAPL
rsi50,fibext@1.272,close_atr@2.5,81,0.0,7.78,3.89,0.457,AAPL
rsi50,fibext@1.272,close_atr@3.0,81,0.0,7.78,4.88,0.469,AAPL
rsi50,fibext@1.272,lo20_atr@0.5,81,0.0,7.78,5.92,0.494,AAPL
rsi50,fibext@1.272,lo20_atr@1.0,81,0.0,7.78,7.0,0.506,AAPL
rsi50,fibext@1.272,keltner@2.0,81,0.0,7.78,3.96,0.432,AAPL
rsi50,fibext@1.272,keltner@2.5,81,0.0,7.78,4.78,0.444,AAPL
rsi50,fibext@1.272,fibext@1.272,81,0.0,7.78,8.86,0.506,AAPL
rsi50,fibext@1.272,fibext@1.618,81,0.0,7.78,13.13,0.481,AAPL
rsi50,fibext@1.618,close_atr@1.5,81,0.0123,11.25,2.8,0.506,AAPL
rsi50,fibext@1.618,close_atr@2.0,81,0.0,11.25,3.28,0.506,AAPL
rsi50,fibext@1.618,close_atr@2.5,81,0.0,11.25,3.89,0.494,AAPL
rsi50,fibext@1.618,close_atr@3.0,81,0.0,11.25,4.88,0.469,AAPL
rsi50,fibext@1.618,lo20_atr@0.5,81,0.0,11.25,5.92,0.481,AAPL
rsi50,fibext@1.618,lo20_atr@1.0,81,0.0,11.25,7.0,0.469,AAPL
rsi50,fibext@1.618,keltner@2.0,81,0.0,11.25,3.96,0.494,AAPL
rsi50,fibext@1.618,keltner@2.5,81,0.0,11.25,4.78,0.481,AAPL
rsi50,fibext@1.618,fibext@1.272,81,0.0,11.25,8.86,0.519,AAPL
rsi50,fibext@1.618,fibext@1.618,81,0.0,11.25,13.13,0.506,AAPL
none,close_atr@1.5,close_atr@1.5,81,0.1358,1.14,1.63,0.42,QQQ
none,close_atr@1.5,close_atr@2.0,81,0.0741,1.14,1.7,0.42,QQQ
none,close_atr@1.5,close_atr@2.5,81,0.1111,1.14,2.16,0.42,QQQ
none,close_atr@1.5,close_atr@3.0,81,0.1235,1.14,2.67,0.42,QQQ
none,close_atr@1.5,lo20_atr@0.5,81,0.0494,1.14,3.49,0.407,QQQ
none,close_atr@1.5,lo20_atr@1.0,81,0.0494,1.14,4.33,0.407,QQQ
none,close_atr@1.5,keltner@2.0,81,0.1111,1.14,2.49,0.42,QQQ
none,close_atr@1.5,keltner@2.5,81,0.0741,1.14,2.92,0.407,QQQ
none,close_atr@1.5,fibext@1.272,81,0.0494,1.14,4.67,0.383,QQQ
none,close_atr@1.5,fibext@1.618,81,0.0247,1.14,6.96,0.407,QQQ
none,close_atr@2.0,close_atr@1.5,81,0.0988,1.52,1.63,0.58,QQQ
none,close_atr@2.0,close_atr@2.0,81,0.0988,1.52,1.7,0.42,QQQ
none,close_atr@2.0,close_atr@2.5,81,0.0988,1.52,2.16,0.42,QQQ
none,close_atr@2.0,close_atr@3.0,81,0.1111,1.52,2.67,0.42,QQQ
none,close_atr@2.0,lo20_atr@0.5,81,0.0617,1.52,3.49,0.42,QQQ
none,close_atr@2.0,lo20_atr@1.0,81,0.037,1.52,4.33,0.407,QQQ
none,close_atr@2.0,keltner@2.0,81,0.0988,1.52,2.49,0.37,QQQ
none,close_atr@2.0,keltner@2.5,81,0.0864,1.52,2.92,0.42,QQQ
none,close_atr@2.0,fibext@1.272,81,0.0247,1.52,4.67,0.383,QQQ
none,close_atr@2.0,fibext@1.618,81,0.0123,1.52,6.96,0.383,QQQ
none,close_atr@2.5,close_atr@1.5,81,0.0988,1.99,1.63,0.58,QQQ
none,close_atr@2.5,close_atr@2.0,81,0.0741,1.99,1.7,0.58,QQQ
none,close_atr@2.5,close_atr@2.5,81,0.0617,1.99,2.16,0.42,QQQ
none,close_atr@2.5,close_atr@3.0,81,0.037,1.99,2.67,0.42,QQQ
none,close_atr@2.5,lo20_atr@0.5,81,0.0247,1.99,3.49,0.333,QQQ
none,close_atr@2.5,lo20_atr@1.0,81,0.0247,1.99,4.33,0.42,QQQ
none,close_atr@2.5,keltner@2.0,81,0.0617,1.99,2.49,0.42,QQQ
none,close_atr@2.5,keltner@2.5,81,0.0494,1.99,2.92,0.37,QQQ
none,close_atr@2.5,fibext@1.272,81,0.0247,1.99,4.67,0.407,QQQ
none,close_atr@2.5,fibext@1.618,81,0.0,1.99,6.96,0.383,QQQ
none,close_atr@3.0,close_atr@1.5,81,0.0617,2.61,1.63,0.58,QQQ
none,close_atr@3.0,close_atr@2.0,81,0.0494,2.61,1.7,0.58,QQQ
none,close_atr@3.0,close_atr@2.5,81,0.037,2.61,2.16,0.58,QQQ
none,close_atr@3.0,close_atr@3.0,81,0.0247,2.61,2.67,0.42,QQQ
none,close_atr@3.0,lo20_atr@0.5,81,0.0247,2.61,3.49,0.37,QQQ
none,close_atr@3.0,lo20_atr@1.0,81,0.0247,2.61,4.33,0.333,QQQ
none,close_atr@3.0,keltner@2.0,81,0.037,2.61,2.49,0.469,QQQ
none,close_atr@3.0,keltner@2.5,81,0.0247,2.61,2.92,0.42,QQQ
none,close_atr@3.0,fibext@1.272,81,0.0247,2.61,4.67,0.37,QQQ
none,close_atr@3.0,fibext@1.618,81,0.0,2.61,6.96,0.383,QQQ
none,hi20_atr@0.5,close_atr@1.5,81,0.0988,1.92,1.63,0.457,QQQ
none,hi20_atr@0.5,close_atr@2.0,81,0.1111,1.92,1.7,0.42,QQQ
none,hi20_atr@0.5,close_atr@2.5,81,0.0988,1.92,2.16,0.407,QQQ
none,hi20_atr@0.5,close_atr@3.0,81,0.0988,1.92,2.67,0.432,QQQ
none,hi20_atr@0.5,lo20_atr@0.5,81,0.0247,1.92,3.49,0.37,QQQ
none,hi20_atr@0.5,lo20_atr@1.0,81,0.0247,1.92,4.33,0.346,QQQ
none,hi20_atr@0.5,keltner@2.0,81,0.0988,1.92,2.49,0.395,QQQ
none,hi20_atr@0.5,keltner@2.5,81,0.0741,1.92,2.92,0.407,QQQ
none,hi20_atr@0.5,fibext@1.272,81,0.0247,1.92,4.67,0.37,QQQ
none,hi20_atr@0.5,fibext@1.618,81,0.0123,1.92,6.96,0.407,QQQ
none,hi20_atr@1.0,close_atr@1.5,81,0.0494,2.05,1.63,0.469,QQQ
none,hi20_atr@1.0,close_atr@2.0,81,0.0988,2.05,1.7,0.457,QQQ
none,hi20_atr@1.0,close_atr@2.5,81,0.0988,2.05,2.16,0.42,QQQ
none,hi20_atr@1.0,close_atr@3.0,81,0.0988,2.05,2.67,0.407,QQQ
none,hi20_atr@1.0,lo20_atr@0.5,81,0.0247,2.05,3.49,0.383,QQQ
none,hi20_atr@1.0,lo20_atr@1.0,81,0.0123,2.05,4.33,0.37,QQQ
none,hi20_atr@1.0,keltner@2.0,81,0.0864,2.05,2.49,0.432,QQQ
none,hi20_atr@1.0,keltner@2.5,81,0.0617,2.05,2.92,0.395,QQQ
none,hi20_atr@1.0,fibext@1.272,81,0.0123,2.05,4.67,0.358,QQQ
none,hi20_atr@1.0,fibext@1.618,81,0.0,2.05,6.96,0.407,QQQ
none,keltner@2.0,close_atr@1.5,81,0.0864,1.97,1.63,0.42,QQQ
none,keltner@2.0,close_atr@2.0,81,0.1111,1.97,1.7,0.37,QQQ
none,keltner@2.0,close_atr@2.5,81,0.1235,1.97,2.16,0.42,QQQ
none,keltner@2.0,close_atr@3.0,81,0.1235,1.97,2.67,0.407,QQQ
none,keltner@2.0,lo20_atr@0.5,81,0.0617,1.97,3.49,0.358,QQQ
none,keltner@2.0,lo20_atr@1.0,81,0.0617,1.97,4.33,0.407,QQQ
none,keltner@2.0,keltner@2.0,81,0.1235,1.97,2.49,0.37,QQQ
none,keltner@2.0,keltner@2.5,81,0.0864,1.97,2.92,0.407,QQQ
none,keltner@2.0,fibext@1.272,81,0.0617,1.97,4.67,0.407,QQQ
none,keltner@2.0,fibext@1.618,81,0.0247,1.97,6.96,0.395,QQQ
none,keltner@2.5,close_atr@1.5,81,0.037,1.83,1.63,0.469,QQQ
none,keltner@2.5,close_atr@2.0,81,0.0741,1.83,1.7,0.42,QQQ
none,keltner@2.5,close_atr@2.5,81,0.0864,1.83,2.16,0.37,QQQ
none,keltner@2.5,close_atr@3.0,81,0.0988,1.83,2.67,0.42,QQQ
none,keltner@2.5,lo20_atr@0.5,81,0.037,1.83,3.49,0.37,QQQ
none,keltner@2.5,lo20_atr@1.0,81,0.0247,1.83,4.33,0.358,QQQ
none,keltner@2.5,keltner@2.0,81,0.0741,1.83,2.49,0.407,QQQ
none,keltner@2.5,keltner@2.5,81,0.0741,1.83,2.92,0.37,QQQ
none,keltner@2.5,fibext@1.272,81,0.0247,1.83,4.67,0.37,QQQ
none,keltner@2.5,fibext@1.618,81,0.0,1.83,6.96,0.395,QQQ
none,fibext@1.272,close_atr@1.5,81,0.0864,2.27,1.63,0.531,QQQ
none,fibext@1.272,close_atr@2.0,81,0.0988,2.27,1.7,0.494,QQQ
none,fibext@1.272,close_atr@2.5,81,0.0741,2.27,2.16,0.469,QQQ
none,fibext@1.272,close_atr@3.0,81,0.0494,2.27,2.67,0.432,QQQ
none,fibext@1.272,lo20_atr@0.5,81,0.0247,2.27,3.49,0.383,QQQ
none,fibext@1.272,lo20_atr@1.0,81,0.0247,2.27,4.33,0.383,QQQ
none,fibext@1.272,keltner@2.0,81,0.0494,2.27,2.49,0.457,QQQ
none,fibext@1.272,keltner@2.5,81,0.0247,2.27,2.92,0.383,QQQ
none,fibext@1.272,fibext@1.272,81,0.0247,2.27,4.67,0.37,QQQ
none,fibext@1.272,fibext@1.618,81,0.0123,2.27,6.96,0.407,QQQ
none,fibext@1.618,close_atr@1.5,81,0.037,3.97,1.63,0.58,QQQ
none,fibext@1.618,close_atr@2.0,81,0.0247,3.97,1.7,0.58,QQQ
none,fibext@1.618,close_atr@2.5,81,0.0123,3.97,2.16,0.568,QQQ
none,fibext@1.618,close_atr@3.0,81,0.0123,3.97,2.67,0.617,QQQ
none,fibext@1.618,lo20_atr@0.5,81,0.0,3.97,3.49,0.42,QQQ
none,fibext@1.618,lo20_atr@1.0,81,0.0,3.97,4.33,0.432,QQQ
none,fibext@1.618,keltner@2.0,81,0.0123,3.97,2.49,0.481,QQQ
none,fibext@1.618,keltner@2.5,81,0.0,3.97,2.92,0.494,QQQ
none,fibext@1.618,fibext@1.272,81,0.0,3.97,4.67,0.407,QQQ
none,fibext@1.618,fibext@1.618,81,0.0,3.97,6.96,0.37,QQQ
ema50,close_atr@1.5,close_atr@1.5,81,0.0864,1.34,1.61,0.58,QQQ
ema50,close_atr@1.5,close_atr@2.0,81,0.1111,1.34,1.72,0.42,QQQ
ema50,close_atr@1.5,close_atr@2.5,81,0.1235,1.34,2.26,0.42,QQQ
ema50,close_atr@1.5,close_atr@3.0,81,0.1235,1.34,2.87,0.42,QQQ
ema50,close_atr@1.5,lo20_atr@0.5,81,0.0617,1.34,3.7,0.407,QQQ
ema50,close_atr@1.5,lo20_atr@1.0,81,0.0741,1.34,4.38,0.42,QQQ
ema50,close_atr@1.5,keltner@2.0,81,0.0988,1.34,2.49,0.37,QQQ
ema50,close_atr@1.5,keltner@2.5,81,0.0741,1.34,3.02,0.407,QQQ
ema50,close_atr@1.5,fibext@1.272,81,0.0247,1.34,5.2,0.395,QQQ
ema50,close_atr@1.5,fibext@1.618,81,0.0,1.34,7.67,0.42,QQQ
ema50,close_atr@2.0,close_atr@1.5,81,0.0988,1.97,1.61,0.58,QQQ
ema50,close_atr@2.0,close_atr@2.0,81,0.0741,1.97,1.72,0.58,QQQ
ema50,close_atr@2.0,close_atr@2.5,81,0.0741,1.97,2.26,0.42,QQQ
ema50,close_atr@2.0,close_atr@3.0,81,0.0617,1.97,2.87,0.42,QQQ
ema50,close_atr@2.0,lo20_atr@0.5,81,0.0247,1.97,3.7,0.37,QQQ
ema50,close_atr@2.0,lo20_atr@1.0,81,0.037,1.97,4.38,0.407,QQQ
ema50,close_atr@2.0,keltner@2.0,81,0.0741,1.97,2.49,0.444,QQQ
ema50,close_atr@2.0,keltner@2.5,81,0.037,1.97,3.02,0.37,QQQ
ema50,close_atr@2.0,fibext@1.272,81,0.0247,1.97,5.2,0.395,QQQ
ema50,close_atr@2.0,fibext@1.618,81,0.0,1.97,7.67,0.42,QQQ
ema50,close_atr@2.5,close_atr@1.5,81,0.0617,2.32,1.61,0.58,QQQ
ema50,close_atr@2.5,close_atr@2.0,81,0.0494,2.32,1.72,0.58,QQQ
