ticker,strategy,side,target_r,grade,train_n,train_win_rate,train_avg_win_R,train_expectancy_R,train_profit_factor,train_max_dd_R,test_n,test_win_rate,test_avg_win_R,test_expectancy_R,test_profit_factor,test_max_dd_R
MRK,breakout,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MRK,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MRK,retest,long,3.0,B (thin),6,0.5,2.9592267028895183,0.9682665749304107,2.8935615112912325,2.0419303066450833,5,0.6,2.9595174794600716,1.3637182041321316,4.31005763603527,1.0327979180765123
MRK,retest,short,3.0,B (thin),2,0.0,0.0,-1.0144740863441535,0.0,1.0114542909524826,0,0.0,0.0,0.0,0.0,0.0
AMAT,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMAT,pullback,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMAT,breakout,long,3.0,B (thin),1,1.0,2.9880375464926736,2.9880375464926736,99.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMAT,breakout,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
AMAT,retest,long,3.0,B (thin),10,0.4,2.9854757725340395,0.5803733145658034,1.9455152265503908,3.14934374720725,4,0.25,2.969355424777221,-0.026558322419656055,0.9654592016223406,3.0755887144558454
AMAT,retest,short,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
UNH,pullback,long,3.0,B (thin),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
